Fiscal Year,Employer,Initial Approval,Initial Denial,Continuing Approval,Continuing Denial,NAICS,Tax ID,State,City,ZIP,Cleaned Employer Name
2022,MOLECULAR DESIGNS LLC,9,1,14,0,54,8456,AL,BIRMINGHAM,35243,MOLECULAR DESIGNS
2022,MY SUPPLY CHAIN GROUP LLC,3,0,14,1,54,9106,AL,BIRMINGHAM,35242,MY SUPPLY CHAIN GROUP
2022,NALARA QUALITY SYSTEM LLC,10,0,10,0,54,1614,AL,OPELIKA,36804,NALARA QUALITY SYSTEM
2022,OSHIN AUTOMATION AND ROBOTICS LLC,122,4,502,19,54,2883,AL,TUSCALOOSA,35405,OSHIN AUTOMATION AND ROBOTICS
2022,PRICEWATERHOUSECOOPERS LLP,96,1,590,6,54,8324,AL,MOBILE,36607,PRICEWATERHOUSECOOPERS LLP
2022,PROJEXIV ENVIRONMENTAL LLC,11,0,42,1,54,8325,AL,MOBILE,36695,PROJEXIV ENVIRONMENTAL
2022,REGIONS BANK,8,0,24,0,52,1391,AL,BIRMINGHAM,35203,REGIONS BANK
2022,RUSSELL MEDICAL CENTER,15,0,16,0,62,,AL,ALEXANDER CITY,35010,RUSSELL MEDICAL CENTER
2022,SEAY SEAY AND LITCHFIELD PC,13,0,25,0,54,2045,AL,MONTGOMERY,36104,SEAY SEAY AND LITCHFIELD PC
2022,SERVICENOW INC,94,2,573,5,54,6195,AL,CROPWELL,35054,SERVICENOW
2022,SHIPT INC,16,0,57,0,51,2743,AL,BIRMINGHAM,35203,SHIPT
2022,SOUTHERN VETERINARIAN PARTNERS,20,1,26,0,54,951,AL,BIRMINGHAM,35209,SOUTHERN VETERINARIAN PARTNERS
2022,SWJ TECHNOLOGY LLC,10,1,27,2,54,7995,AL,TUSCALOOSA,35406,SWJ TECHNOLOGY
2022,THE HEALTH CARE AUTHORITY OF THE C,2,0,22,0,62,5288,AL,HUNTSVILLE,35801,THE HEALTH CARE AUTHORITY OF THE C
2022,THE UNIV OF ALABAMA AT BIRMINGHAM,102,1,180,2,61,5396,AL,BIRMINGHAM,35233,THE UNIV OF ALABAMA AT BIRMINGHAM
2022,THE UNIVERSITY OF ALABAMA,12,0,23,1,61,1138,AL,TUSCALOOSA,35487,THE UNIVERSITY OF ALABAMA
2022,THE UNIVERSITY OF ALABAMA IN HUNTSVILLE,12,0,16,2,61,830,AL,HUNTSVILLE,35899,THE UNIVERSITY OF ALABAMA IN HUNTSVILLE
2022,TROY UNIV,7,0,11,0,61,1102,AL,TROY,36082,TROY UNIV
2022,UNIV OF SOUTH ALABAMA,10,0,14,0,61,7348,AL,MOBILE,36688,UNIV OF SOUTH ALABAMA
2022,UNIVERSITY OF ALABAMA HEALTH SERVI,60,1,29,0,62,9108,AL,BIRMINGHAM,35233,UNIVERSITY OF ALABAMA HEALTH SERVI
2022,VEL TRUE TECHNOLOGIES LLC,9,0,10,2,54,8013,AL,CLANTON,35045,VEL TRUE TECHNOLOGIES
2022,VT MOBILE AEROSPACE ENGRG INC,7,0,41,0,33,724,AL,MOBILE,36615,VT MOBILE AEROSPACE ENGRG
2022,UNIV OF ALASKA FAIRBANKS,9,0,27,0,61,147,AK,FAIRBANKS,99775,UNIV OF ALASKA FAIRBANKS
2022,100 CHIRO HEIM LLC DBA 100 CHIROPRACTIC,7,0,11,1,62,6555,AZ,MESA,85205,100 CHIRO HEIM 100 CHIROPRACTIC
2022,ACE SOFTWARE LLC,1,1,10,1,54,9304,AZ,GLENDALE,85304,ACE SOFTWARE
2022,ADEMCO INC,7,0,18,0,54,1425,AZ,SCOTTSDALE,85254,ADEMCO
2022,ADVANCED MICRO DEVICES INC,100,2,538,4,33,2300,AZ,PHOENIX,85054,ADVANCED MICRO DEVICES
2022,AERIAL SPHERE LLC,4,0,13,0,54,9894,AZ,PHOENIX,85034,AERIAL SPHERE
2022,ALICAT SCIENTIFIC INC,2,0,11,0,33,5584,AZ,TUCSON,85743,ALICAT SCIENTIFIC
2022,ALIGN TECHNOLOGY INC,12,0,49,0,33,7295,AZ,TEMPE,85281,ALIGN TECHNOLOGY
2022,ANJU SOFTWARE INC,2,0,18,0,54,454,AZ,TEMPE,85282,ANJU SOFTWARE
2022,APPLE INC,1033,11,4295,51,33,4110,AZ,PHOENIX,85014,APPLE
2022,APPSFREEDOM INC D/B/A PILLIR,49,1,137,0,54,3710,AZ,CHANDLER,85226,APPSFREEDOM D/B/A PILLIR
2022,ARCORO HOLDING GROUP D B A ARCORO,7,0,16,1,54,2589,AZ,SCOTTSDALE,85260,ARCORO HOLDING GROUP D B A ARCORO
2022,AREVON ENERGY INC,11,1,31,1,54,8418,AZ,SCOTTSDALE,85258,AREVON ENERGY
2022,ARIZONA STATE UNIVERSITY,69,0,73,4,61,6696,AZ,TEMPE,85287,ARIZONA STATE UNIVERSITY
2022,ASM AMERICA INC,23,0,25,2,33,7468,AZ,PHOENIX,85034,ASM AMERICA
2022,ASML US LLC,25,0,55,1,33,8140,AZ,CHANDLER,85224,ASML US
2022,ASML US LLP,50,0,165,5,33,621,AZ,CHANDLER,85224,ASML US LLP
2022,AUER PRECISION STAMPING CO,1,0,12,0,33,5679,AZ,MESA,85210,AUER PRECISION STAMPING CO
2022,AVIKSOFT LLC,17,1,39,1,54,7016,AZ,MESA,85204,AVIKSOFT
2022,AXON ENTERPRISE INC,11,0,40,0,33,1227,AZ,SCOTTSDALE,85255,AXON ENTERPRISE
2022,AXWAY INC,0,0,22,0,51,4866,AZ,SCOTTSDALE,85254,AXWAY
2022,"AZ SPECIALTY DENTAL SERVICES, LLC",8,0,18,2,62,7838,AZ,PHOENIX,85013,"AZ SPECIALTY DENTAL SERVICES,"
2022,BANNER MEDICAL GROUP,6,0,23,2,62,2830,AZ,PHOENIX,85012,BANNER MEDICAL GROUP
2022,BANNER UNIVERSITY MEDICAL GROUP,12,0,12,0,62,8258,AZ,PHOENIX,85012,BANNER UNIVERSITY MEDICAL GROUP
2022,BEST WESTERN INTERNATIONAL INC,0,0,24,0,72,8899,AZ,PHOENIX,85016,BEST WESTERN INTERNATIONAL
2022,BESTKEY SOLUTIONS INC,5,0,17,1,54,6539,AZ,PHOENIX,85023,BESTKEY SOLUTIONS
2022,BIO HUMA NETICS INC,4,0,23,2,32,7127,AZ,GILBERT,85233,BIO HUMA NETICS
2022,BLUE YONDER INC,32,0,84,2,54,3401,AZ,SCOTTSDALE,85254,BLUE YONDER
2022,BNB TECH SOURCE INC,2,1,10,0,54,7932,AZ,CHANDLER,85226,BNB TECH SOURCE
2022,CARVANA LLC,11,1,77,0,44,8036,AZ,TEMPE,85281,CARVANA
2022,CHARLES SCHWAB & COMPANY INC,30,2,604,0,52,7782,AZ,PHOENIX,85016,CHARLES SCHWAB & COMPANY
2022,CHOICE HOTELS INTERNATIONAL SERVICES CORP,2,0,89,3,72,8781,AZ,PHOENIX,85054,CHOICE HOTELS INTERNATIONAL SERVICES CORP
2022,CLARIVATE ANALYTICS US LLC,0,0,15,1,51,9117,AZ,CHANDLER,85226,CLARIVATE ANALYTICS US
2022,CODEMOXIE SOLUTIONS LLC,19,0,10,0,54,3210,AZ,GLENDALE,85302,CODEMOXIE SOLUTIONS
2022,COMMUNITY CARE HEALTH NETWORK INC,0,0,10,0,56,9981,AZ,SCOTTSDALE,85258,COMMUNITY CARE HEALTH NETWORK
2022,COUNTY OF SANTA CRUZ NOGALES UNIFI,5,0,24,0,61,1890,AZ,NOGALES,85621,COUNTY OF SANTA CRUZ NOGALES UNIFI
2022,CRAFTSMAN PLUS INC,8,0,16,0,54,6701,AZ,SCOTTSDALE,85257,CRAFTSMAN PLUS
2022,DARWIN ADVISORY PARTNERS LLC,4,0,45,0,54,1316,AZ,SCOTTSDALE,85258,DARWIN ADVISORY PARTNERS
2022,DELTA LEASING INC DBS QUANTUM HELI,38,1,31,3,61,1846,AZ,CHANDLER,85286,DELTA LEASING DBS QUANTUM HELI
2022,DIBBLE & ASSO CONSULTING ENGINEERS,20,4,23,0,54,445,AZ,PHOENIX,85020,DIBBLE & ASSO CONSULTING ENGINEERS
2022,DIGNITY HEALTH,16,0,20,1,62,6203,AZ,PHOENIX,85013,DIGNITY HEALTH
2022,DISTRICT MEDICAL GROUP INC,4,0,10,0,62,6540,AZ,PHOENIX,85016,DISTRICT MEDICAL GROUP
2022,DWL ARCHITECTS PLANNERS INC,2,0,18,0,54,3489,AZ,PHOENIX,85004,DWL ARCHITECTS PLANNERS
2022,EARLY WARNING SERVICES LLC,5,0,62,2,51,6211,AZ,SCOTTSDALE,85260,EARLY WARNING SERVICES
2022,EAST VALLEY DIABETES & ENDOCRINOLOGY PLC,50,1,47,0,62,3026,AZ,GILBERT,85297,EAST VALLEY DIABETES & ENDOCRINOLOGY PLC
2022,FOUR80 INC,5,0,13,0,54,3202,AZ,PHOENIX,85016,FOUR80
2022,FREEDOM DEBT RELIEF LLC,2,0,18,0,54,712,AZ,TEMPE,85281,FREEDOM DEBT RELIEF
2022,FREEDOM FINANCIAL ASSET MANAGEMENT,1,0,13,1,56,393,AZ,TEMPE,85281,FREEDOM FINANCIAL ASSET MANAGEMENT
2022,FREEDOM FINANCIAL NETWORK FUNDING,1,0,31,1,52,9447,AZ,TEMPE,85281,FREEDOM FINANCIAL NETWORK FUNDING
2022,GALAXY I TECHNOLOGIES INC,6,0,29,0,54,4416,AZ,SCOTTSDALE,85260,GALAXY I TECHNOLOGIES
2022,GENESES TECH SOLUTIONS LLC,17,0,12,1,54,904,AZ,TEMPE,85283,GENESES TECH SOLUTIONS
2022,GLOBALTRANZ ENTERPRISES INC,4,0,90,2,48,53,AZ,SCOTTSDALE,85256,GLOBALTRANZ ENTERPRISES
2022,GODADDY COM LLC,18,0,117,3,51,417,AZ,CHANDLER,85248,GODADDY COM
2022,HILGARTWILSON LLC,4,1,20,0,54,3942,AZ,PHOENIX,85016,HILGARTWILSON
2022,HUMAC INC,49,1,165,2,54,650,AZ,PHOENIX,85027,HUMAC
2022,IMS INFRASTRUCTURE MANAGEMENT SERVICES LP,85,0,51,2,54,3083,AZ,TEMPE,85284,IMS INFRASTRUCTURE MANAGEMENT SERVICES
2022,INDIDGE SYSTEMS LLC,9,0,22,0,54,8401,AZ,PHOENIX,85004,INDIDGE SYSTEMS
2022,INEIGHT INC,1,0,11,0,23,491,AZ,SCOTTSDALE,85258,INEIGHT
2022,INHERENT TECHNOLOGIES LLC,43,3,18,1,54,629,AZ,CHANDLER,85226,INHERENT TECHNOLOGIES
2022,INNOSOFT CORPORATION,2,1,18,0,54,2780,AZ,SCOTTSDALE,85261,INNOSOFT CORPORATION
2022,INSIGHT DIRECT USA INC,3,0,17,0,42,8996,AZ,TEMPE,85283,INSIGHT DIRECT
2022,INTEL AMERICAS INC,6,1,10,0,33,1945,AZ,CHANDLER,85248,INTEL AMERICAS
2022,INTEL CORP,861,9,2783,81,33,2743,AZ,CHANDLER,85248,INTEL CORP
2022,INTEL FEDERAL LLC,10,0,15,1,33,1828,AZ,CHANDLER,85248,INTEL FEDERAL
2022,INTEL MASSACHUSETTS INC,5,0,38,2,33,4484,AZ,CHANDLER,85248,INTEL MASSACHUSETTS
2022,INTEL NDTM US LLC,11,0,18,0,33,4068,AZ,CHANDLER,85248,INTEL NDTM US
2022,INTERBIZ CONSULTING LLC,7,0,15,0,54,9492,AZ,CHANDLER,85226,INTERBIZ CONSULTING
2022,INTRAEDGE INC,31,0,112,11,54,4547,AZ,CHANDLER,85226,INTRAEDGE
2022,JS WALTZ CONSTRUCTION LLC,15,0,11,0,54,6906,AZ,TEMPE,85281,JS WALTZ CONSTRUCTION
2022,KAIZEN INSTITUTE CONSULTING GROUP AMERICA LLC,4,1,13,0,54,9873,AZ,PHOENIX,85004,KAIZEN INSTITUTE CONSULTING GROUP AMERICA
2022,LESLIE S POOLMART INC,3,0,16,0,45,298,AZ,PHOENIX,85016,LESLIE S POOLMART
2022,LETS AMERICA INC,2,0,11,0,54,6638,AZ,CHANDLER,85226,LETS AMERICA
2022,LIMELIGHT NETWORKS INC,120,1,375,0,54,7033,AZ,SCOTTSDALE,85257,LIMELIGHT NETWORKS
2022,LIN CHAI RAWLINSON CPA PC,12,0,60,4,54,9393,AZ,MESA,85204,LIN CHAI RAWLINSON CPA PC
2022,LINK LAB LLC,16,0,21,1,54,6088,AZ,PHOENIX,85016,LINK LAB
2022,M ARTHUR GENSLER JR & ASSO INC,57,1,156,1,54,3305,AZ,PHOENIX,85016,M ARTHUR GENSLER JR & ASSO
2022,M3BI LLC,14,0,90,6,54,6003,AZ,SCOTTSDALE,85255,M3BI
2022,METASOFTTECH SOLUTIONS LLC,3,0,12,0,54,7714,AZ,CHANDLER,85224,METASOFTTECH SOLUTIONS
2022,MICROCHIP TECHNOLOGY INC,35,0,69,3,33,9024,AZ,CHANDLER,85224,MICROCHIP TECHNOLOGY
2022,MICROPATENT LLC,6,0,10,1,54,8616,AZ,CHANDLER,85226,MICROPATENT
2022,MINDQUEST TECHNOLOGY SOLUTIONS LLC,23,2,28,4,54,3517,AZ,PHOENIX,85027,MINDQUEST TECHNOLOGY SOLUTIONS
2022,MOD A P LLC,0,0,29,0,54,1860,AZ,PHOENIX,85014,MOD A P
2022,NAGRA USA LLC,19,1,15,0,54,1802,AZ,PHOENIX,85018,NAGRA
2022,NARASIMHAN CONSULTING SERVICES INC,73,0,283,10,54,3779,AZ,PHOENIX,85012,NARASIMHAN CONSULTING SERVICES
2022,NET ANDROID CORP,17,0,15,0,54,9425,AZ,CHANDLER,85224,NET ANDROID CORP
2022,NET ORBIT INC,6,0,15,0,54,3053,AZ,TEMPE,85282,NET ORBIT
2022,NETFLIX INC,19,0,214,2,51,7272,AZ,PHOENIX,85032,NETFLIX
2022,NEWRISTICS LLC,12,0,15,0,54,3778,AZ,SCOTTSDALE,85258,NEWRISTICS
2022,NIKOLA CORPORATION,19,0,47,0,33,1876,AZ,PHOENIX,85040,NIKOLA CORPORATION
2022,NORTONLIFELOCK INC,10,0,73,1,54,1864,AZ,TEMPE,85281,NORTONLIFELOCK
2022,ONESTOPD SOLUTIONS INC,6,0,15,0,54,3461,AZ,PHOENIX,85027,ONESTOPD SOLUTIONS
2022,OPENDOOR LABS INC,3,0,39,0,53,5399,AZ,TEMPE,85281,OPENDOOR LABS
2022,OPTILAB LLC,3,0,19,1,54,8698,AZ,PHOENIX,85012,OPTILAB
2022,PARADIGM TECH CONSULTING LLC,44,0,82,6,54,875,AZ,SCOTTSDALE,85260,PARADIGM TECH CONSULTING
2022,PENDERGAST ELEMENTARY SCHOOL DISTRICT,14,0,17,2,61,522,AZ,PHOENIX,85037,PENDERGAST ELEMENTARY SCHOOL DISTRICT
2022,PETSMART LLC F/K/A PETSMART INC,4,0,44,1,45,4325,AZ,PHOENIX,85027,PETSMART F/K/A PETSMART
2022,POLYRIFIC LLC,2,0,13,1,54,440,AZ,GILBERT,85296,POLYRIFIC
2022,PRIVATE NATIONAL MORTGAGE ACCEPTAN,18,0,48,0,52,587,AZ,PHOENIX,85034,PRIVATETIONAL MORTGAGE ACCEPTAN
2022,PROTEAM LLC,7,0,10,0,54,7299,AZ,PHOENIX,85054,PROTEAM
2022,RADIUSAI,39,0,35,2,54,6801,AZ,TEMPE,85281,RADIUSAI
2022,RADIXLINK INC,16,0,16,0,54,41,AZ,CHANDLER,85226,RADIXLINK
2022,REGION TECHNOLOGIES INC,5,0,14,0,54,7358,AZ,PHOENIX,85028,REGION TECHNOLOGIES
2022,REPUBLIC SERVICES INC,0,0,18,0,56,6904,AZ,PHOENIX,85054,REPUBLIC SERVICES
2022,REPUTATION COM INC,3,0,17,0,51,9907,AZ,SCOTTSDALE,85257,REPUTATION COM
2022,REVSPRING INC,5,0,10,0,54,5614,AZ,PHOENIX,85085,REVSPRING
2022,RIIM LLC,1,0,12,0,54,4391,AZ,SCOTTSDALE,85260,RIIM
2022,SEMICONDUCTOR COMPONENTS INDUSTRIE,16,2,86,4,33,2817,AZ,PHOENIX,85008,SEMICONDUCTOR COMPONENTS INDUSTRIE
2022,SONORA ENVIRONMENTAL RESEARCH INSTITUTE INC,4,0,10,1,54,7843,AZ,TUCSON,85716,SONORA ENVIRONMENTAL RESEARCH INSTITUTE
2022,SUNQUEST INFORMATION SYSTEMS,4,0,13,0,54,8223,AZ,TUCSON,85718,SUNQUEST INFORMATION SYSTEMS
2022,TECHMILEAGE SOFTWARE SOLUTIONS LLC,3,1,14,0,54,4634,AZ,SCOTTSDALE,85251,TECHMILEAGE SOFTWARE SOLUTIONS
2022,TECHZOID SOLUTIONS LLC,27,10,38,0,54,8790,AZ,PHOENIX,85022,TECHZOID SOLUTIONS
2022,TEKDOORS INC,9,1,27,1,54,9788,AZ,SCOTTSDALE,85260,TEKDOORS
2022,THE DEVEREUX FOUNDATION,396,4,60,2,62,618,AZ,PHOENIX,85012,THE DEVEREUX FOUNDATION
2022,THE REINALT THOMAS CORP DBA DISCOU,1,0,19,0,44,9682,AZ,CHANDLER,85225,THE REINALT THOMAS CORP DISCOU
2022,THE TRANSLATIONAL GENOMICS RESEARC,14,0,26,0,54,5445,AZ,PHOENIX,85004,THE TRANSLATIONAL GENOMICS RESEARC
2022,THE UNIVERSITY OF ARIZONA,61,2,62,1,61,2689,AZ,TUCSON,85719,THE UNIVERSITY OF ARIZONA
2022,THE UNIVERSITY OF PHOENIX INC,2,0,20,0,61,3210,AZ,PHOENIX,85040,THE UNIVERSITY OF PHOENIX
2022,THREE DIMENSIONAL RESOURCE PLANNIN,6,0,10,0,54,1341,AZ,SCOTTSDALE,85260,THREE DIMENSIONAL RESOURCE PLANNIN
2022,TOHONO O ODHAM COMMUNITY COLLEGE,26,0,24,1,61,1108,AZ,SELLS,85634,TOHONO O ODHAM COMMUNITY COLLEGE
2022,TSMC ARIZONA CORPORATION,23,0,11,0,33,1596,AZ,PHOENIX,85021,TSMC ARIZONA CORPORATION
2022,TUCSON UNIFIED SCHOOL DIST,15,0,13,0,61,551,AZ,TUCSON,85719,TUCSON UNIFIED SCHOOL DIST
2022,URSA INFO SYSTEMS INC DBA OPEN SOU,3,0,15,1,54,6987,AZ,GILBERT,85233,URSA INFO SYSTEMS OPEN SOU
2022,VALORE PARTNERS LLC,5,0,16,0,54,9948,AZ,TEMPE,85281,VALORE PARTNERS
2022,VENSOFT INC,7,0,40,0,54,2615,AZ,GLENDALE,85306,VENSOFT
2022,VIAVI SOLUTIONS INC,5,0,48,2,54,9683,AZ,SCOTTSDALE,85254,VIAVI SOLUTIONS
2022,VM CONSOLIDATED INC D/B/A VERRA MO,3,0,12,2,54,2690,AZ,MESA,85201,VM CONSOLIDATED D/B/A VERRA MO
2022,VOKERTECH INC,11,0,10,0,54,6512,AZ,SCOTTSDALE,85260,VOKERTECH
2022,VOLARAX SOLUTIONS LLC,3,0,13,0,54,2985,AZ,PHOENIX,85032,VOLARAX SOLUTIONS
2022,WESTERN ALLIANCE BANK,34,2,209,1,52,7231,AZ,PHOENIX,85004,WESTERN ALLIANCE BANK
2022,WOOD PATEL & ASSOCIATES INC,15,5,36,6,54,91,AZ,PHOENIX,85021,WOOD PATEL & ASSOCIATES
2022,ACXIOM LLC,5,0,10,0,51,1897,AR,CONWAY,72032,ACXIOM
2022,APPTEGY INC,15,1,47,0,54,,AR,LITTLE ROCK,72202,APPTEGY
2022,ARKANSAS STATE UNIVERSITY,7,0,10,0,61,556,AR,JONESBORO,72401,ARKANSAS STATE UNIVERSITY
2022,BANK OZK,7,0,18,0,52,170,AR,LITTLE ROCK,72223,BANK OZK
2022,CREVAVI INC,32,0,30,2,54,541,AR,BENTONVILLE,72712,CREVAVI
2022,FEDERAL SOFT SYSTEMS INC,7,1,54,2,54,4194,AR,BENTONVILLE,72712,FEDERAL SOFT SYSTEMS
2022,GAINWELL TECHNOLOGIES LLC,15,0,56,0,54,177,AR,CONWAY,72034,GAINWELL TECHNOLOGIES
2022,GOOD ONE IT SOLUTIONS INC,208,0,432,4,54,776,AR,BENTONVILLE,72713,GOOD ONE IT SOLUTIONS
2022,HEARTLAND FORWARD INC,98,0,20,1,54,5642,AR,BENTONVILLE,72712,HEARTLAND FORWARD
2022,INVINCIBLE TECH SYSTEMS INC,65,3,26,1,54,1993,AR,BENTONVILLE,72712,INVINCIBLE TECH SYSTEMS
2022,J B HUNT TRANSPORT INC,2,0,157,0,48,1267,AR,LOWELL,72745,J B HUNT TRANSPORT
2022,KITESTRING CONSULTING INC DBA KITE,11,1,45,0,54,7472,AR,BENTONVILLE,72712,KITESTRING CONSULTING KITE
2022,MENSCHFORCE LLC,43,2,43,1,54,5381,AR,BENTONVILLE,72712,MENSCHFORCE
2022,MMHMM INC,62,0,104,1,54,1590,AR,BENTONVILLE,72712,MMHMM
2022,MONTROSE ENVIRONMENTAL GROUP INC,3,0,19,0,54,5044,AR,N LITTLE ROCK,72118,MONTROSE ENVIRONMENTAL GROUP
2022,NATIONAL SOFT SYSTEMS INC,15,0,10,0,54,310,AR,ROGERS,72757,NATIONAL SOFT SYSTEMS
2022,NUCOR CORPORATION NUCOR STEEL UTAH,7,0,15,0,33,817,AR,BLYTHEVILLE,72315,NUCOR CORPORATION NUCOR STEEL UTAH
2022,PROTECH SOLUTIONS INC,1,0,25,0,54,5867,AR,LITTLE ROCK,72201,PROTECH SOLUTIONS
2022,TYSON FOODS INC,8,0,17,0,31,5165,AR,SPRINGDALE,72762,TYSON FOODS
2022,UNIV OF ARKANSAS FOR MEDICAL SCIEN,50,0,76,1,61,6242,AR,LITTLE ROCK,72205,UNIV OF ARKANSAS FOR MEDICAL SCIEN
2022,UNIVERSITY OF ARKANSAS,23,0,19,3,61,3252,AR,FAYETTEVILLE,72701,UNIVERSITY OF ARKANSAS
2022,USA SOFT SYSTEMS LLC,26,0,37,1,54,2856,AR,BENTONVILLE,72712,USA SOFT SYSTEMS
2022,VRPRO IT LLC,16,0,13,0,54,5605,AR,LITTLE ROCK,72201,VRPRO IT
2022,WAL MART ASSOCIATES INC,392,2,2259,15,45,4409,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,WAL MART ASSOCIATES INC,6,1,16,0,54,4409,AR,BENTONVILLE,72716,WAL MART ASSOCIATES
2022,"1 WORLD EDUCATION, INC.",5,0,14,2,61,1468,CA,LOS ANGELES,90056,"1 WORLD EDUCATION,."
2022,10X GENOMICS INC,27,0,78,1,54,4458,CA,PLEASANTON,94588,10X GENOMICS
2022,120 DEGREEZ ENGINEERING,44,1,121,1,54,643,CA,EL SEGUNDO,90245,120 DEGREEZ ENGINEERING
2022,21 STAFF LLC,3,0,10,1,54,3144,CA,PLEASANTON,94588,21 STAFF
2022,23ANDME INC,6,0,12,0,62,7371,CA,SUNNYVALE,94086,23ANDME
2022,24 7 AI INC,4,0,15,0,54,9939,CA,CAMPBELL,95008,24 7 AI
2022,2DREAM INC,13,3,19,1,54,1173,CA,PLEASANTON,94566,2DREAM
2022,2M ARCHITECTURE,5,0,10,0,54,2966,CA,SAN FRANCISCO,94110,2M ARCHITECTURE
2022,3K TECHNOLOGIES LLC,19,0,17,1,54,4148,CA,MILPITAS,95035,3K TECHNOLOGIES
2022,41ST PARAMETER INC,2,0,18,0,51,8748,CA,COSTA MESA,92626,41ST PARAMETER
2022,5 DESIGN INC DBA 5+ DESIGN,1,0,12,0,54,7437,CA,HOLLYWOOD,90038,5 DESIGN 5+ DESIGN
2022,6SENSE INSIGHTS INC,3,0,26,0,51,7906,CA,SAN FRANCISCO,94105,6SENSE INSIGHTS
2022,8X8 INC,1,0,25,0,51,2404,CA,CAMPBELL,95008,8X8
2022,A TEAM LOGISTICS GROUP INC,6,0,10,0,54,1893,CA,CITY OF INDUSTRY,91789,A TEAM LOGISTICS GROUP
2022,A&N GROUP INC,25,1,116,0,54,6261,CA,COSTA MESA,92626,A&N GROUP
2022,A10 NETWORKS INC,6,0,26,2,54,6869,CA,SAN JOSE,95131,A10 NETWORKS
2022,AAA TEXAS LLC,0,0,19,0,56,4740,CA,COSTA MESA,92626,AAA TEXAS
2022,AAXIS GROUP CORP,10,0,51,1,54,6463,CA,LOS ANGELES,90067,AAXIS GROUP CORP
2022,"AB OVO, INC.",5,0,63,3,54,3754,CA,SANTA CLARA,95051,"AB OVO,."
2022,ABACUS DATA SYSTEMS INC,25,1,47,0,51,6438,CA,SAN DIEGO,92121,ABACUS DATA SYSTEMS
2022,ABACUS DATA SYSTEMS INC,28,11,23,3,54,6438,CA,SAN DIEGO,92121,ABACUS DATA SYSTEMS
2022,ABIOSCIENCES INC,6,0,10,0,54,9598,CA,SOUTH SAN FRANCISCO,94080,ABIOSCIENCES
2022,ABNORMAL SECURITY CORPORATION,4,0,12,0,54,5983,CA,SAN FRANCISCO,94107,ABNORMAL SECURITY CORPORATION
2022,ABOTTS CONSULTING INC,13,0,20,0,54,5920,CA,IRVINE,92606,ABOTTS CONSULTING
2022,ABOVE GRADE ENGINEERING INC,21,1,74,1,54,1091,CA,SAN LUIS OBISPO,93401,ABOVE GRADE ENGINEERING
2022,ABRA INNOVATIONS INC,7,0,17,1,54,9647,CA,SAN FRANCISCO,94102,ABRA INNOVATIONS
